village_code_2011,village_name_2011,state_code_2011,district_code_2011,sub_district_code_2011,village_code_2001,village_name_2001,state_code_2001,district_code_2001,sub_district_code_2001,CEN_2001
626985,Rumbrem ,30,586,5618,31600,Rumbrem,30,2,4,3002000400031600
626986,Antoriem ,30,586,5618,31700,Antoriem,30,2,4,3002000400031700
626987,Santona ,30,586,5618,31800,Santona,30,2,4,3002000400031800
626988,Calem ,30,586,5618,31900,Calem,30,2,4,3002000400031900
626989,Sonauli ,30,586,5618,32000,Sonauli,30,2,4,3002000400032000
626990,Boma ,30,586,5618,32100,Boma,30,2,4,3002000400032100
626991,Oxel ,30,586,5618,32200,Oxel,30,2,4,3002000400032200
626992,Dongurli ,30,586,5618,32300,Dongurli,30,2,4,3002000400032300
626993,Patiem ,30,586,5618,32400,Patiem,30,2,4,3002000400032400
626994,Maulinguem ,30,586,5618,32500,Maulinguem,30,2,4,3002000400032500
626995,Dudal ,30,586,5618,32600,Dudal,30,2,4,3002000400032600
626996,Costi ,30,586,5618,32700,Costi,30,2,4,3002000400032700
626997,Coranginim ,30,586,5618,32800,Coranginim,30,2,4,3002000400032800
626998,Comproi ,30,586,5618,32900,Comproi,30,2,4,3002000400032900
626999,Muguli ,30,586,5618,33000,Muguli,30,2,4,3002000400033000
627000,Cotarli ,30,586,5618,33100,Cotarli,30,2,4,3002000400033100
627001,Xelpem ,30,586,5618,33200,Xelpem,30,2,4,3002000400033200
627002,Salauli ,30,586,5618,33300,Salauli,30,2,4,3002000400033300
627003,Uguem ,30,586,5618,33400,Uguem,30,2,4,3002000400033400
627004,Tudou ,30,586,5618,33500,Tudou,30,2,4,3002000400033500
627005,Potrem ,30,586,5618,33600,Potrem,30,2,4,3002000400033600
627006,Bati ,30,586,5618,33700,Bati,30,2,4,3002000400033700
627007,Cumbari ,30,586,5618,33800,Cumbari,30,2,4,3002000400033800
627008,Viliena ,30,586,5618,33900,Viliena,30,2,4,3002000400033900
627009,Dongor ,30,586,5618,34000,Dongor,30,2,4,3002000400034000
627010,Naiquinim ,30,586,5618,34100,Naiquinim,30,2,4,3002000400034100
627011,Porteem ,30,586,5618,34200,Porteem,30,2,4,3002000400034200
627012,Curdi ,30,586,5618,34300,Curdi,30,2,4,3002000400034300
627013,Colomba ,30,586,5618,34400,Colomba,30,2,4,3002000400034400
627014,Rivona ,30,586,5618,34500,Rivona,30,2,4,3002000400034500
627015,Curpem ,30,586,5618,34600,Curpem,30,2,4,3002000400034600
627016,Vichundrem ,30,586,5618,34700,Vichundrem,30,2,4,3002000400034700
627017,Sigonem ,30,586,5618,34800,Sigonem,30,2,4,3002000400034800
627018,Netorli ,30,586,5618,34900,Netorli,30,2,4,3002000400034900
627019,Nundem ,30,586,5618,35000,Nundem,30,2,4,3002000400035000
627020,Verlem ,30,586,5618,35100,Verlem,30,2,4,3002000400035100
627021,Sanvordem (CT),30,586,5618,40211000,Sanvordem  (CT),30,2,4,3002000440211000
627022,Cola ,30,586,5619,35200,Cola,30,2,5,3002000500035200
627023,Agonda ,30,586,5619,35300,Agonda,30,2,5,3002000500035300
627024,Canacona ,30,586,5619,35400,Canacona,30,2,5,3002000500035400
627025,Gaodongrem ,30,586,5619,35500,Gaodongrem,30,2,5,3002000500035500
627026,Poinguinim ,30,586,5619,35600,Poinguinim,30,2,5,3002000500035600
627027,Loliem,30,586,5619,35700,Loliem,30,2,5,3002000500035700
627028,Cotigao ,30,586,5619,35800,Cotigao,30,2,5,3002000500035800
627029,Anjadip ,30,586,5619,35900,Anjadip (Angediva),30,2,5,3002000500035900
